epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 8.323317307692308 10.526842948717949
1 21.11778846153846 21.22596153846154 18.239182692307693 17.888621794871796
2 26.598557692307693 27.28966346153846 17.337740384615383 17.518028846153847
3 29.102564102564102 29.348958333333332 17.608173076923077 17.978766025641026
4 31.015625 30.576923076923077 16.61658653846154 16.556490384615383
5 32.12540064102564 31.446314102564102 16.205929487179485 15.054086538461538
6 32.90064102564103 32.54407051282051 17.337740384615383 18.07892628205128
7 33.79206730769231 33.52764423076923 15.695112179487179 16.716746794871796
8 34.64342948717949 33.90224358974359 15.174278846153847 15.995592948717949
9 35.10216346153846 34.61738782051282 16.56650641025641 16.937099358974358
10 35.31850961538461 34.98998397435897 15.985576923076923 14.84375
11 36.2119391025641 35.40264423076923 15.965544871794872 16.58653846153846
12 36.49038461538461 35.85536858974359 16.506410256410255 16.49639423076923
13 36.92908653846154 36.05969551282051 16.005608974358974 15.745192307692308
14 37.05528846153846 36.428285256410255 15.564903846153847 15.945512820512821
15 37.59615384615385 36.66065705128205 15.564903846153847 15.234375
16 37.88661858974359 36.88701923076923 15.705128205128204 16.947115384615383
17 37.82451923076923 36.93910256410256 17.09735576923077 15.14423076923077
18 38.30128205128205 37.47195512820513 16.346153846153847 15.304487179487179
19 38.50360576923077 37.3056891025641 15.645032051282051 15.685096153846153
20 36.41826923076923 35.63701923076923 15.454727564102564 16.115785256410255
21 36.08173076923077 35.520833333333336 15.364583333333334 15.895432692307692
22 36.55649038461539 35.88942307692308 15.354567307692308 15.39463141025641
23 36.63461538461539 35.87940705128205 16.17588141025641 14.943910256410257
24 36.79086538461539 36.35616987179487 14.453125 13.932291666666666
25 36.8349358974359 36.197916666666664 16.38621794871795 16.346153846153847
26 37.47996794871795 36.12379807692308 15.334535256410257 15.124198717948717
27 37.34775641025641 36.80288461538461 16.155849358974358 15.725160256410257
28 37.91466346153846 36.78485576923077 15.965544871794872 16.256009615384617
29 37.23557692307692 37.00721153846154 16.155849358974358 15.504807692307692
30 37.81650641025641 36.76682692307692 15.755208333333334 15.504807692307692
31 37.98677884615385 37.33573717948718 16.185897435897434 16.90705128205128
32 37.86258012820513 37.243589743589745 14.563301282051283 16.51642628205128
