epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 10.076121794871796 11.207932692307692
1 25.741185897435898 28.287259615384617 37.11939102564103 40.134214743589745
2 37.8505608974359 38.796073717948715 45.08213141025641 45.75320512820513
3 43.53966346153846 42.79246794871795 50.16025641025641 46.27403846153846
4 46.33213141025641 45.07211538461539 52.50400641025641 49.719551282051285
5 48.76802884615385 47.107371794871796 53.06490384615385 51.53245192307692
6 50.16426282051282 48.98036858974359 55.26842948717949 52.34375
7 51.530448717948715 50.21834935897436 56.81089743589744 54.30689102564103
8 52.82051282051282 51.85697115384615 57.942708333333336 55.568910256410255
9 53.89623397435897 52.92467948717949 57.942708333333336 55.729166666666664
10 54.81370192307692 53.94230769230769 58.723958333333336 56.78084935897436
11 55.55889423076923 54.817708333333336 59.64543269230769 57.17147435897436
12 56.516426282051285 55.47676282051282 59.8056891025641 56.87099358974359
13 57.15945512820513 56.115785256410255 60.15625 58.693910256410255
14 57.74439102564103 57.03125 58.29326923076923 57.72235576923077
15 58.35336538461539 57.86057692307692 60.63701923076923 59.17467948717949
16 59.22275641025641 58.42147435897436 60.06610576923077 57.942708333333336
17 59.44310897435897 59.30088141025641 61.41826923076923 59.895833333333336
18 60.076121794871796 59.74759615384615 60.95753205128205 59.78565705128205
19 60.62099358974359 60.40865384615385 61.23798076923077 60.22636217948718
20 56.76883012820513 56.3681891025641 57.95272435897436 57.47195512820513
21 57.868589743589745 57.54407051282051 57.98277243589744 58.56370192307692
22 58.78605769230769 58.53165064102564 59.7255608974359 57.84254807692308
23 59.39102564102564 59.030448717948715 60.40665064102564 58.44350961538461
24 59.763621794871796 59.93790064102564 59.77564102564103 58.08293269230769
25 60.73717948717949 60.99759615384615 59.8056891025641 58.06290064102564
26 61.18589743589744 61.10777243589744 59.00440705128205 58.61378205128205
27 61.588541666666664 61.54647435897436 60.266426282051285 58.36338141025641
28 62.13741987179487 62.17548076923077 58.95432692307692 59.635416666666664
29 62.63822115384615 62.51602564102564 60.98758012820513 59.375
30 63.05288461538461 63.259214743589745 60.40665064102564 58.64383012820513
31 63.337339743589745 63.16706730769231 59.485176282051285 58.26322115384615
32 63.7119391025641 63.826121794871796 58.854166666666664 59.264823717948715
33 63.86418269230769 64.25080128205128 59.67548076923077 59.62540064102564
34 64.16466346153847 64.46714743589743 60.27644230769231 60.1161858974359
35 65.13020833333333 64.78165064102564 60.73717948717949 58.79407051282051
36 65.05809294871794 65.26442307692308 60.34655448717949 59.30488782051282
37 65.52283653846153 65.56089743589743 59.655448717948715 59.3349358974359
38 65.61899038461539 65.99559294871794 60.08613782051282 57.54206730769231
39 65.75320512820512 66.03165064102564 60.647035256410255 59.49519230769231
40 66.2900641025641 66.2079326923077 60.69711538461539 57.8125
41 66.35216346153847 66.61258012820512 59.44511217948718 59.31490384615385
42 66.62660256410257 66.875 60.73717948717949 59.0244391025641
43 67.15745192307692 67.57011217948718 60.45673076923077 59.635416666666664
44 67.39783653846153 67.67828525641026 60.49679487179487 58.64383012820513
45 67.49198717948718 67.84054487179488 60.827323717948715 59.15464743589744
46 67.67628205128206 68.0829326923077 59.94591346153846 58.73397435897436
47 67.92467948717949 68.25320512820512 60.94751602564103 58.6338141025641
48 68.27524038461539 68.18309294871794 60.18629807692308 58.02283653846154
49 68.30929487179488 68.77604166666667 60.99759615384615 59.40504807692308
50 68.70392628205128 68.98036858974359 59.475160256410255 59.23477564102564
51 68.73597756410257 69.31891025641026 60.27644230769231 59.77564102564103
52 69.0645032051282 69.24278846153847 61.037660256410255 59.084535256410255
53 69.2568108974359 69.72155448717949 59.4150641025641 58.38341346153846
54 68.98036858974359 69.4931891025641 60.86738782051282 59.274839743589745
55 69.8818108974359 69.96594551282051 60.1963141025641 57.97275641025641
56 70.12820512820512 70.1181891025641 60.68709935897436 59.19471153846154
57 70.05608974358974 70.4326923076923 60.857371794871796 59.475160256410255
58 70.08413461538461 70.59895833333333 61.02764423076923 58.77403846153846
59 70.4286858974359 70.80929487179488 60.256410256410255 59.38501602564103
60 70.69711538461539 71.0917467948718 60.627003205128204 59.18469551282051
61 70.56490384615384 71.20192307692308 61.197916666666664 59.25480769230769
62 70.28445512820512 71.15384615384616 59.8056891025641 58.92427884615385
63 70.9354967948718 71.3261217948718 60.77724358974359 58.92427884615385
64 70.92147435897436 71.2880608974359 60.546875 59.375
65 70.9775641025641 71.49038461538461 60.74719551282051 58.874198717948715
66 71.16786858974359 71.2920673076923 61.00761217948718 58.35336538461539
67 71.0576923076923 72.08733974358974 60.5869391025641 57.97275641025641
68 71.67067307692308 71.88902243589743 60.48677884615385 59.064503205128204
69 71.5224358974359 72.28165064102564 60.15625 58.303285256410255
70 72.09334935897436 72.2636217948718 60.60697115384615 59.0244391025641
71 71.86097756410257 72.109375 60.046073717948715 58.18309294871795
72 71.94511217948718 72.48998397435898 60.71714743589744 58.59375
73 72.28766025641026 72.59415064102564 59.58533653846154 58.60376602564103
74 72.20352564102564 72.79447115384616 58.62379807692308 58.723958333333336
75 72.02123397435898 73.15504807692308 59.44511217948718 58.463541666666664
76 72.41386217948718 73.01482371794872 60.71714743589744 58.50360576923077
77 72.47395833333333 73.10496794871794 60.33653846153846 58.68389423076923
78 72.91266025641026 73.1610576923077 60.30649038461539 58.703926282051285
79 72.63221153846153 73.14703525641026 60.17628205128205 58.37339743589744
80 71.66666666666667 72.6963141025641 59.38501602564103 58.18309294871795
81 72.04527243589743 72.6943108974359 59.765625 58.06290064102564
82 72.1895032051282 72.77844551282051 59.69551282051282 57.10136217948718
83 72.03525641025641 72.92467948717949 60.48677884615385 58.5536858974359
84 72.38782051282051 72.78846153846153 60.45673076923077 57.502003205128204
85 72.56610576923077 73.33733974358974 59.73557692307692 58.37339743589744
86 72.78645833333333 73.45953525641026 59.74559294871795 58.2431891025641
87 72.6963141025641 73.7079326923077 60.08613782051282 58.58373397435897
88 72.84254807692308 73.62179487179488 59.15464743589744 57.37179487179487
89 73.07291666666667 73.6698717948718 59.455128205128204 58.78405448717949
90 73.39142628205128 73.79407051282051 59.765625 57.912660256410255
91 73.41346153846153 74.03245192307692 59.655448717948715 58.01282051282051
92 73.125 74.35296474358974 57.04126602564103 58.66386217948718
93 73.61177884615384 74.52524038461539 60.34655448717949 58.673878205128204
94 73.80008012820512 74.27083333333333 60.01602564102564 58.14302884615385
95 73.6698717948718 74.77764423076923 60.026041666666664 58.13301282051282
96 74.1005608974359 74.46915064102564 58.56370192307692 58.5536858974359
97 74.08453525641026 75.16426282051282 59.83573717948718 58.42347756410256
98 74.16466346153847 75.2323717948718 60.12620192307692 58.06290064102564
99 74.31690705128206 75.0380608974359 59.61538461538461 57.76241987179487
100 74.6514423076923 75.08213141025641 59.62540064102564 57.64222756410256
101 74.43709935897436 75.4707532051282 59.18469551282051 58.58373397435897
102 74.66746794871794 75.72315705128206 59.00440705128205 58.092948717948715
103 75.09415064102564 75.67908653846153 60.14623397435897 57.33173076923077
104 75.01001602564102 76.04166666666667 60.046073717948715 58.23317307692308
105 75.56089743589743 76.1358173076923 59.81570512820513 58.26322115384615
106 75.45272435897436 76.33213141025641 59.765625 58.26322115384615
107 75.48277243589743 76.18990384615384 58.513621794871796 58.73397435897436
