epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 8.323317307692308 10.526842948717949
1 26.806891025641026 27.003205128205128 39.18269230769231 41.62660256410256
2 33.645833333333336 34.38301282051282 44.220753205128204 44.08052884615385
3 36.65665064102564 37.23157051282051 48.21714743589744 50.76121794871795
4 38.07692307692308 39.12459935897436 49.96995192307692 52.66426282051282
5 39.20472756410256 40.568910256410255 51.18189102564103 53.39543269230769
6 40.19030448717949 41.34214743589744 51.90304487179487 53.76602564102564
7 40.9775641025641 41.98116987179487 54.85777243589744 56.44030448717949
8 41.46033653846154 42.18149038461539 55.87940705128205 56.81089743589744
9 42.24959935897436 42.84855769230769 56.44030448717949 56.510416666666664
10 42.95472756410256 43.51963141025641 56.34014423076923 56.22996794871795
11 43.0068108974359 43.59775641025641 57.03125 56.360176282051285
12 43.17307692307692 43.65985576923077 56.83092948717949 58.673878205128204
13 44.27283653846154 44.43509615384615 57.69230769230769 59.13461538461539
14 44.35897435897436 44.67548076923077 58.01282051282051 58.78405448717949
15 44.53125 44.78165064102564 58.5536858974359 59.28485576923077
16 44.90584935897436 45.37459935897436 58.58373397435897 59.274839743589745
17 45.13221153846154 45.37059294871795 59.244791666666664 59.635416666666664
18 45.33653846153846 45.755208333333336 59.845753205128204 59.21474358974359
19 45.5068108974359 45.96554487179487 59.51522435897436 60.026041666666664
20 42.814503205128204 42.732371794871796 55.5088141025641 54.86778846153846
21 42.87860576923077 43.13301282051282 55.338541666666664 54.77764423076923
22 43.32532051282051 43.45152243589744 57.61217948717949 56.70072115384615
23 43.50761217948718 43.80008012820513 55.58894230769231 56.94110576923077
24 43.75 43.93629807692308 55.47876602564103 58.19310897435897
25 43.938301282051285 44.19070512820513 59.35496794871795 59.03445512820513
26 44.20072115384615 44.34094551282051 58.52363782051282 59.97596153846154
27 44.62940705128205 44.69350961538461 58.884214743589745 56.73076923076923
28 44.709535256410255 44.713541666666664 58.2431891025641 59.69551282051282
29 44.98597756410256 44.89783653846154 58.80408653846154 57.922676282051285
30 44.6494391025641 44.69951923076923 58.73397435897436 58.333333333333336
31 45.19230769230769 45.188301282051285 58.39342948717949 59.10456730769231
32 45.10817307692308 45.22435897435897 60.27644230769231 59.14463141025641
33 45.056089743589745 45.12820512820513 58.78405448717949 60.256410256410255
34 45.33653846153846 45.544871794871796 58.34334935897436 58.76402243589744
35 45.73717948717949 45.29847756410256 58.56370192307692 58.93429487179487
36 45.29847756410256 46.037660256410255 60.68709935897436 59.75560897435897
37 45.520833333333336 45.53084935897436 58.84415064102564 60.03605769230769
38 45.71113782051282 45.416666666666664 60.416666666666664 59.20472756410256
39 45.92347756410256 45.86738782051282 60.03605769230769 61.047676282051285
40 45.72115384615385 45.80128205128205 58.58373397435897 57.57211538461539
41 46.139823717948715 45.71915064102564 58.84415064102564 57.8125
42 45.92748397435897 46.0556891025641 61.2880608974359 60.18629807692308
43 46.227964743589745 45.95552884615385 61.217948717948715 61.017628205128204
44 46.5625 46.04567307692308 59.53525641025641 60.90745192307692
45 46.203926282051285 46.42628205128205 59.01442307692308 60.32652243589744
46 46.27403846153846 46.54647435897436 61.12780448717949 60.266426282051285
47 46.30008012820513 46.30008012820513 59.46514423076923 62.35977564102564
48 46.62059294871795 46.384214743589745 61.34815705128205 60.9375
49 46.81490384615385 46.672676282051285 58.76402243589744 61.09775641025641
50 46.4463141025641 46.45432692307692 58.74399038461539 61.037660256410255
51 46.28405448717949 45.915464743589745 60.39663461538461 60.18629807692308
52 46.29807692307692 46.37219551282051 60.33653846153846 61.59855769230769
53 46.42628205128205 46.64863782051282 60.71714743589744 60.647035256410255
54 46.584535256410255 46.506410256410255 61.00761217948718 58.92427884615385
55 46.64663461538461 46.73677884615385 60.12620192307692 58.76402243589744
56 46.53445512820513 46.794871794871796 61.38822115384615 58.27323717948718
57 47.077323717948715 46.71875 62.009214743589745 61.55849358974359
58 46.951121794871796 46.510416666666664 60.38661858974359 60.37660256410256
59 46.99719551282051 46.69070512820513 60.91746794871795 61.29807692307692
60 47.04727564102564 46.25400641025641 60.53685897435897 60.27644230769231
61 47.2275641025641 47.03926282051282 59.13461538461539 60.14623397435897
62 47.01121794871795 46.750801282051285 60.78725961538461 58.9443108974359
63 47.17748397435897 46.66866987179487 61.87900641025641 61.15785256410256
64 47.29567307692308 46.94511217948718 61.39823717948718 61.39823717948718
65 47.19751602564103 47.1474358974359 60.66706730769231 59.685496794871796
66 47.345753205128204 46.69471153846154 60.416666666666664 59.85576923076923
67 47.37980769230769 47.1494391025641 61.08774038461539 61.71875
68 47.35376602564103 47.5400641025641 60.72716346153846 60.236378205128204
69 46.88501602564103 47.23758012820513 61.10777243589744 60.5869391025641
70 47.30769230769231 46.7588141025641 60.076121794871796 59.35496794871795
71 47.36778846153846 47.19551282051282 60.076121794871796 60.77724358974359
