epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 8.323317307692308 10.526842948717949
1 24.234775641025642 24.104567307692307 22.696314102564102 23.447516025641026
2 28.409455128205128 28.02283653846154 28.03485576923077 28.325320512820515
3 29.931891025641026 29.439102564102566 30.228365384615383 30.28846153846154
4 31.15985576923077 30.434695512820515 33.56370192307692 32.98277243589744
5 31.276041666666668 31.031650641025642 31.62059294871795 31.670673076923077
6 31.576522435897434 31.474358974358974 32.03125 30.999599358974358
7 31.901041666666668 31.94511217948718 30.719150641025642 29.787660256410255
8 32.40384615384615 32.47596153846154 30.528846153846153 28.786057692307693
9 33.01883012820513 32.94070512820513 34.98597756410256 31.600560897435898
10 33.11498397435897 33.014823717948715 32.7724358974359 29.236778846153847
11 33.16907051282051 33.307291666666664 32.63221153846154 30.408653846153847
12 33.359375 33.7099358974359 30.39863782051282 29.717548076923077
13 33.46754807692308 33.58173076923077 32.84254807692308 30.25841346153846
14 33.75400641025641 33.669871794871796 33.58373397435897 32.4619391025641
15 33.77804487179487 33.86418269230769 29.767628205128204 29.176682692307693
16 33.78605769230769 33.60576923076923 30.989583333333332 29.246794871794872
17 34.40905448717949 34.006410256410255 29.547275641025642 30.368589743589745
18 34.30488782051282 34.34495192307692 31.840945512820515 30.14823717948718
19 34.37099358974359 34.250801282051285 29.437099358974358 30.639022435897434
20 32.10136217948718 32.17748397435897 31.96113782051282 28.575721153846153
21 32.161458333333336 32.14342948717949 27.02323717948718 28.10496794871795
22 32.52403846153846 32.61217948717949 32.49198717948718 30.138221153846153
23 32.62019230769231 32.95272435897436 28.49559294871795 27.674278846153847
24 33.15304487179487 33.13301282051282 31.48036858974359 32.36177884615385
25 33.30128205128205 33.27724358974359 28.30528846153846 30.719150641025642
26 32.9286858974359 33.225160256410255 31.43028846153846 30.618990384615383
27 33.49158653846154 33.35136217948718 31.53044871794872 30.128205128205128
28 33.03485576923077 33.49158653846154 34.685496794871796 31.129807692307693
29 33.37540064102564 33.28125 32.79246794871795 31.260016025641026
30 33.439503205128204 33.6338141025641 29.31690705128205 30.508814102564102
31 33.669871794871796 33.830128205128204 28.064903846153847 30.048076923076923
32 34.13661858974359 33.73597756410256 28.615785256410255 29.046474358974358
